Item Type,Product ID,Product Name,Product Type,Product Code/SKU,Bin Picking Number,Brand Name,Option Set,Option Set Align,Product Description,Price,Cost Price,Retail Price,Sale Price,Fixed Shipping Cost,Free Shipping,Product Warranty,Product Weight,Product Width,Product Height,Product Depth,Allow Purchases?,Product Visible?,Product Availability,Track Inventory,Current Stock Level,Low Stock Level,Category,Product File - 1,Product File Description - 1,Product File Max Downloads - 1,Product File Expires After - 1,Product Image ID - 1,Product Image File - 1,Product Image Description - 1,Product Image Is Thumbnail - 1,Product Image Sort - 1,Product Image ID - 2,Product Image File - 2,Product Image Description - 2,Product Image Is Thumbnail - 2,Product Image Sort - 2,Product Image ID - 3,Product Image File - 3,Product Image Description - 3,Product Image Is Thumbnail - 3,Product Image Sort - 3,Search Keywords,Page Title,Meta Keywords,Meta Description,MYOB Asset Acct,MYOB Income Acct,MYOB Expense Acct,Product Condition,Event Date Required?,Event Date Name,Event Date Is Limited?,Event Date Start Date,Event Date End Date,Sort Order,Product Tax Class,Product UPC/EAN,Stop Processing Rules,Product URL,Redirect Old URL?,GPS Global Trade Item Number,GPS Manufacturer Part Number,GPS Gender,GPS Age Group,GPS Color,GPS Size,GPS Material,GPS Pattern,GPS Item Group ID,GPS Category,GPS Enabled,Avalara Product Tax Code,Product Custom Fields
Product,65,"ENGINE ASM, COPO CAMARO 327 / 2.9",P,17802826,1,COPO Camaro,,Right,"<p><strong>Copo 327&ndash; 2.9L S/C&nbsp;500 HP<br /></strong>Don't let the smaller displacement fool you. This COPO racing&nbsp;engine packs a supercharged punch, thanks to a 2.9L Whipple&nbsp;twin-screw supercharger. It forces air into a pair of LSX-LS7&nbsp;6-bolt heads mounted on a strong LSX Bowtie block, for a potent&nbsp;combination of exceptional power and strength.</p> <p><strong>327 TECH&nbsp;SPECS</strong><br />Displacement: 327 cu in (5.3L)<br />Compression Ratio: 10.2:1<br />Cylinder Block: LSX Cast Iron<br />Bore x Stroke (in): 4.065 x 3.150<br />Crankshaft: Forged Steel<br />Connecting Rods: Forged Steel<br />Pistons: Forged Dome<br />Cylinder Heads: LSX-LS7 Aluminum<br />Induction: Boosted<br />Supercharger: 2.9L Whipple<br />Camshaft Type: Hydraulic Roller<br />Camshaft Lift (int./exh.): .650/.650-inch<br />Camshaft Duration (int./exh.): 244/255 deg. @.050-inch</p> <p><strong>&nbsp;</strong></p>","31,954.23",31954.23,"37,681.90",0,0,N,,516.5,31,36,41.8,Y,Y,Y,none,0,0,COPO Camaro Program/COPO Crate Engines,,,,,270,l/404/17802826__27431.jpg,"ENGINE ASM, COPO CAMARO 327 / 2.9",Y,0,,,,,,,,,,,,,,,,,,New,N,,N,0,0,2,Default Tax Class,,N,/engine-asm-copo-camaro-327-2-9/17802826,,,,,,,,,,,,N,,
Product,66,"ENGINE ASM,COPO CAMARO 327 / 4.0",P,17802827,1,COPO Camaro,,Right,"<p><strong>Copo 327&ndash; 4.0L S/C&nbsp;550 HP<br /></strong>The most powerful supercharged COPO crate engine is&nbsp;designed for NHRA&rsquo;s A Super Stock class and uses a large, 4.0L&nbsp;compressor to generate tremendous horsepower. Its foundation&nbsp;is the sturdy LSX cylinder block, with a tough, all-forged rotating&nbsp;assembly and the big-displacement Whipple blower. Like the&nbsp;other COPO crate engines, this one uses the high-flow LSX-LS7&nbsp;6-bolt heads to move as much air as possible.</p> <p><strong>327 TECH&nbsp;SPECS</strong><br />Displacement: 327 cu in (5.3L)<br />Compression Ratio: 10.2:1<br />Cylinder Block: LSX Cast Iron<br />Bore x Stroke (in): 4.065 x 3.150<br />Crankshaft: Forged Steel<br />Connecting Rods: Forged Steel<br />Pistons: Forged Dome<br />Cylinder Heads: LSX-LS7 Aluminum<br />Induction: Boosted<br />Supercharger: 4.0L Whipple<br />Camshaft Type: Hydraulic Roller<br />Camshaft Lift (int./exh.): .650/.650-inch<br />Camshaft Duration (int./exh.) 244/255 deg. @.050-inch</p> <p><strong>&nbsp;</strong></p>","33,783.26",33783.26,"39,838.80",0,0,N,,516.5,31,36,41.8,Y,Y,Y,none,0,0,COPO Camaro Program/COPO Crate Engines,,,,,271,e/771/17802827__84803.jpg,"ENGINE ASM,COPO CAMARO 327 / 4.0",Y,0,,,,,,,,,,,,,,,,,,New,N,,N,0,0,2,Default Tax Class,,N,/engine-asm-copo-camaro-327-4-0/17802827,,,,,,,,,,,,N,,
Product,67,"BODY ASM,THROT COPO CAMARO, 427",P,17802828,1,COPO Camaro,,Right,"<p>17802828<br />Throttle Body &ndash; COPO 427/425</p> <ul> <li>Mechanical throttle body used on COPO racing engines,&nbsp;COPO engraved on top of housing</li> <li>COPO 396/375 and 350/325 P/N19301616</li> <li>COPO 327/2.9L S/C P/N19300083</li> <li>COPO 327/4.0L S/C P/N19300085</li> </ul>",702.43,695.47,828.33,0,0,N,,2.13,8.3,5.7,12.3,Y,Y,Y,none,0,0,COPO Camaro Program/COPO Engine Blocks & Components,,,,,272,f/468/17802828__29209.jpg,"BODY ASM,THROT COPO CAMARO, 427",Y,0,,,,,,,,,,,,,,,,,,New,N,,N,0,0,2,Default Tax Class,,N,/body-asm-throt-copo-camaro-427/17802828,,,,,,,,,,,,N,,
Product,68,"BODY,(IN WHITE)",P,19243374,1,COPO Camaro,,Right,"<p>19243374<br />Camaro Body-in-White<br />Chevrolet Performance&rsquo;s Gen V Camaro Body-in-White is the smart&nbsp;choice and affordable foundation on which to build a COPO replica&nbsp;or other Camaro race car. It includes an assembled body structure,&nbsp;including the front fenders, hood, roof, doors, rear quarters and trunk&nbsp;lid. The structure also includes the complete floorpans and chassis rails.&nbsp;It is delivered as an painted body shell (color availability is limited), with&nbsp;no additional components or materials. The bodies do not have vehicle&nbsp;identification numbers, so they may be used only as racing vehicles that&nbsp;will never be licensed for street driving.</p>","7,842.53",7764.87,"9,248.27",0,0,N,,0.99,76,7,190,Y,Y,Y,none,0,0,COPO Camaro Program/COPO Vehicle Components,,,,,273,x/348/19243374__32506.jpg,"BODY,(IN WHITE)",Y,0,,,,,,,,,,,,,,,,,,New,N,,N,0,0,2,Default Tax Class,,N,/body-in-white/19243374,,,,,,,,,,,,N,,
Product,69,COPO Camaro Engine Wiring Harness (327/427),P,19299289,1,COPO Camaro,,Right,<p>COPO Engine control Modules and harnesses<br />19299289 Engine Control Harness</p>,438.48,434.13,517.07,0,0,N,,7.68,12.5,13.2,12.5,Y,Y,Y,none,0,0,COPO Camaro Program/COPO Engine Control Modules & Harnesses,,,,,1881,d/961/19258553_170x250__92361.gif,COPO Camaro Engine Wiring Harness (327/427),Y,0,,,,,,,,,,,,,,,,,,New,N,,N,0,0,2,Default Tax Class,,N,/copo-camaro-engine-wiring-harness-327-427/19299289,,,,,,,,,,,,N,,
Product,70,COPO Camaro Engine Control Jumper Harness 327 - 2.9L/4.0L,P,19299290,1,COPO Camaro,,Right,<p>COPO Engine control Modules and harnesses<br />19299290 Engine Control Harness Jumper (327) Both</p>,35.15,34.8,41.45,0,0,N,,7.68,12.5,13.2,12.5,Y,Y,Y,none,0,0,COPO Camaro Program/COPO Engine Control Modules & Harnesses,,,,,1882,v/009/19258553_170x250__66855.gif,,Y,0,,,,,,,,,,,,,,,,,,New,N,,N,0,0,2,Default Tax Class,,N,/copo-camaro-engine-control-jumper-harness-327-2-9l-4-0l/19299290,,,,,,,,,,,,N,,
Product,71,COPO Camaro Engine Control Jumper Harness 327 - 4.0L,P,19299291,1,COPO Camaro,,Right,<p>COPO Engine control Modules and harnesses<br />19299291 Engine Control Harness Jumper (327)/4.0L</p>,39.47,39.08,46.55,0,0,N,,7.68,12.5,13.2,12.5,Y,Y,Y,none,0,0,COPO Camaro Program/COPO Engine Control Modules & Harnesses,,,,,1883,s/472/IMG_56672__68748.jpg,COPO Camaro Engine Control Jumper Harness 327 - 4.0L,Y,0,,,,,,,,,,,,,,,,,,New,N,,N,0,0,2,Default Tax Class,,N,/copo-camaro-engine-control-jumper-harness-327-4-0l/19299291,,,,,,,,,,,,N,,
Product,72,COPO Camaro Engine Control Module 427,P,19299292,1,COPO Camaro,,Right,<p>COPO Engine control Modules and harnesses<br />19299292 Engine Control MEFI 5-427</p>,335.20,348.75,395.29,0,0,N,,2,7.3,4.3,8.2,Y,Y,Y,none,0,0,COPO Camaro Program/COPO Engine Control Modules & Harnesses,,,,,1898,b/124/Untitled_picture__39075.png,,Y,0,,,,,,,,,,,,,,,,,,New,N,,N,0,0,2,Default Tax Class,,N,/copo-camaro-engine-control-module-427/19299292,,,,,,,,,,,,N,,
Product,73,COPO Camaro Engine Control Module 327/2.9L,P,19299293,1,COPO Camaro,,Right,<p>COPO Engine control Modules and harnesses<br />19299293 Engine Control MEFI 5-327/2.9</p>,335.20,348.75,395.29,0,0,N,,2,7.3,4.3,8.2,Y,Y,Y,none,0,0,COPO Camaro Program/COPO Engine Control Modules & Harnesses,,,,,1899,z/721/Untitled_picture__06373.png,,Y,0,,,,,,,,,,,,,,,,,,New,N,,N,0,0,2,Default Tax Class,,N,/copo-camaro-engine-control-module-327-2-9l/19299293,,,,,,,,,,,,N,,
Product,74,"BALANCER ASM,CR/SHF COPO CAMARO 427 NA",P,19299313,1,COPO Camaro,,Right,"<p>19299313<br />Damper/Hub Pulley Kit</p> <ul> <li>Special Chevrolet Performance/ATI SFI-approved harmonic damper with&nbsp;front hub adapter, pulley and engine damper.</li> </ul>",746.10,738.71,879.83,0,0,N,,4.6,8.3,3.3,8.8,Y,Y,Y,none,0,0,COPO Camaro Program/COPO Engine Blocks & Components,,,,,274,c/278/19299313__43830.jpg,"BALANCER ASM,CR/SHF COPO CAMARO 427 NA",Y,0,,,,,,,,,,,,,,,,,,New,N,,N,0,0,2,Default Tax Class,,N,/balancer-asm-cr-shf-copo-camaro-427-na/19299313,,,,,,,,,,,,N,,
Product,75,"ALTERNATOR MOUNT KIT, COPO CAMARO",P,19299546,1,COPO Camaro,,Right,<p>19299546<br />COPO Alternator Kit</p> <ul> <li>High-output alternator mounting kit designed for proper clearance in the&nbsp;factory-built COPO Camaro drag race vehicles.</li> </ul>,203.05,211.26,239.46,0,0,N,,0,5.5,5.7,10.5,Y,Y,Y,none,0,0,COPO Camaro Program/COPO Engine Control Modules & Harnesses;COPO Camaro Program/COPO Engine Blocks & Components,,,,,275,t/299/19299546__71730.jpg,"ALTERNATOR MOUNT KIT, COPO CAMARO",Y,0,,,,,,,,,,,,,,,,,,New,N,,N,0,0,2,Default Tax Class,,N,/alternator-mount-kit-copo-camaro/19299546,,,,,,,,,,,,N,,
Product,76,COPO Camaro Engine Control Jumper Harness 427,P,19299610,1,COPO Camaro,,Right,<p>COPO Engine control Modules and harnesses<br />19299610 Engine Control Jumper (427)</p>,29.19,30.38,34.43,0,0,N,,2,12.5,13.2,12.5,Y,Y,Y,none,0,0,COPO Camaro Program/COPO Engine Control Modules & Harnesses,,,,,1900,x/273/IMG_56672__54890.jpg,,Y,0,,,,,,,,,,,,,,,,,,New,N,,N,0,0,2,Default Tax Class,,N,/copo-camaro-engine-control-jumper-harness-427/19299610,,,,,,,,,,,,N,,
Product,77,"HARNESS ASM,F/INJR WRG, COPO CAMARO 427",P,19299611,1,COPO Camaro,,Right,<p>19299611<br />COPO Injector Harness</p> <ul> <li>Designed to fit all normally aspirated COPO engines with Hi-Ram&nbsp;intake manifold.</li> </ul>,58.40,57.81,68.87,0,0,N,,7.68,12.5,13.2,12.5,Y,Y,Y,none,0,0,COPO Camaro Program/COPO Engine Control Modules & Harnesses;COPO Camaro Program/COPO Engine Blocks & Components,,,,,276,a/047/19299611__52544.jpg,"HARNESS ASM,F/INJR WRG, COPO CAMARO 427",Y,0,,,,,,,,,,,,,,,,,,New,N,,N,0,0,2,Default Tax Class,,N,/harness-asm-f-injr-wrg-copo-camaro-427/19299611,,,,,,,,,,,,N,,
Product,78,COPO Camaro Fuel Injector Wire Harness 327,P,19299612,1,COPO Camaro,,Right,<p>19299612<br />COPO Injector Harness</p> <ul> <li>Designed to fit all supercharged COPO engines.</li> </ul>,35.68,37.13,42.07,0,0,N,,2,12.5,13.2,12.5,Y,Y,Y,none,0,0,COPO Camaro Program/COPO Engine Control Modules & Harnesses;COPO Camaro Program/COPO Engine Blocks & Components,,,,,1901,r/807/IMG_56672_1__03030.jpg,,Y,0,,,,,,,,,,,,,,,,,,New,N,,N,0,0,2,Default Tax Class,,N,/copo-camaro-fuel-injector-wire-harness-327/19299612,,,,,,,,,,,,N,,
Product,79,"INT AIR DUCT, COPO CAMARO, 427",P,19299621,1,COPO Camaro,,Right,"<p>19299621<br />Air Induction Tube*<br />Air Intake &ndash; 7.0L (427) Engine</p> <ul> <li>Air intake system for use with 7.0L 427 COPO crate engine 17802825,&nbsp;with 4.0L supercharger.</li> </ul>",433.53,429.24,511.23,0,0,N,,0.67,12.5,9.3,18.3,Y,Y,Y,none,0,0,COPO Camaro Program/COPO Engine Blocks & Components,,,,,277,h/189/19299621__47959.jpg,"INT AIR DUCT, COPO CAMARO, 427",Y,0,,,,,,,,,,,,,,,,,,New,N,,N,0,0,2,Default Tax Class,,N,/int-air-duct-copo-camaro-427/19299621,,,,,,,,,,,,N,,
Product,80,"INT AIR DUCT, COPO CAMARO, 327",P,19299624,1,COPO Camaro,,Right,"<p>19299624<br />Air Induction Tube*<br />Air Intake &ndash; 5.3L (327) Engine with 2.9L Supercharger</p> <ul> <li>Air intake system for use with 5.3L supercharged COPO crate engine&nbsp;17802826, with 2.9L supercharger.</li> </ul>",427.12,422.89,503.68,0,0,N,,0.67,12.5,9.3,18.3,Y,Y,Y,none,0,0,COPO Camaro Program/COPO Engine Blocks & Components,,,,,278,e/109/19299624__56749.jpg,"INT AIR DUCT, COPO CAMARO, 327",Y,0,,,,,,,,,,,,,,,,,,New,N,,N,0,0,2,Default Tax Class,,N,/int-air-duct-copo-camaro-327/19299624,,,,,,,,,,,,N,,
